freq,unit,geo\TIME_PERIOD	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,NR,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	2735.00 	2722.00 	2699.00 	2537.00 	2457.00 	2318.00 	2265 b	2208.00 	2142.00 	2051.00 	2004.00 	1988.00 	1978.00 	1981.00 
A,NR,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	4993.00 	4862.00 	4929.00 	4767.00 	4739.00 	4812.00 	4698 b	4650.00 	4597.00 	4461.00 	4421.00 	4349.00 	4343.00 	4349.00 
A,NR,NO0B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	7.00 	7.00 	7.00 	7.00 	7.00 	7.00 	7 b	7.00 	7.00 	7.00 	7.00 	7.00 	7.00 	7.00 
A,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	255168.00 	254601.00 	248860.00 	246851.00 	244877.00 	252375 b	253815.00 	251456.00 	252281.00 	252352 b	251383.00 	251904.00 	252029.00 	252136.00 	251537.00 	248239.00 	234417 b	234617.00 	236743.00 	231789.00 
A,NR,PL21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22049.00 	22981.00 	22069.00 	21773.00 	21615.00 	22378 b	22510.00 	21754.00 	21654.00 	21737 b	21769.00 	21987.00 	21758.00 	21792.00 	22019.00 	22100.00 	20980 b	20676.00 	20844.00 	20714.00 
A,NR,PL22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33412.00 	32966.00 	32270.00 	31919.00 	31370.00 	32345 b	31626.00 	31017.00 	31023.00 	31139 b	31140.00 	30711.00 	30211.00 	30335.00 	29886.00 	29489.00 	28221 b	27486.00 	26903.00 	26226.00 
A,NR,PL41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18268.00 	18132.00 	17750.00 	17531.00 	17567.00 	18185 b	18114.00 	17733.00 	17711.00 	17840 b	16362.00 	17383.00 	17550.00 	17221.00 	17379.00 	16910.00 	14857 b	14783.00 	14893.00 	15305.00 
A,NR,PL42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17768.00 	18294.00 	17638.00 	17815.00 	17490.00 	18381 b	19037.00 	20223.00 	21356.00 	20322 b	20310.00 	19716.00 	20554.00 	20222.00 	20096.00 	20183.00 	19789 b	19339.00 	19827.00 	19628.00 
A,NR,PL43	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6151.00 	6079.00 	5407.00 	5424.00 	5229.00 	5357 b	5344.00 	5184.00 	5444.00 	5749 b	5671.00 	5645.00 	5239.00 	5194.00 	5237.00 	5115.00 	4788 b	5009.00 	4899.00 	4735.00 
A,NR,PL51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24173.00 	24078.00 	23423.00 	23054.00 	22561.00 	22409 b	22983.00 	23011.00 	22699.00 	22805 b	22985.00 	22675.00 	22668.00 	22672.00 	22252.00 	22199.00 	21034 b	21088.00 	21250.00 	20955.00 
A,NR,PL52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5789.00 	5498.00 	5342.00 	5365.00 	5413.00 	5671 b	5716.00 	5679.00 	5631.00 	5805 b	5729.00 	5656.00 	5408.00 	5573.00 	5371.00 	5191.00 	4638 b	4898.00 	5204.00 	4739.00 
A,NR,PL61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16838.00 	16935.00 	16828.00 	16598.00 	16558.00 	16764 b	16736.00 	16784.00 	16745.00 	16956 b	17511.00 	17662.00 	17697.00 	18120.00 	18444.00 	18414.00 	17743 b	17727.00 	18042.00 	18007.00 
A,NR,PL62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8088.00 	8410.00 	8306.00 	8256.00 	8235.00 	8403 b	8544.00 	8224.00 	8016.00 	8002 b	7927.00 	7876.00 	7859.00 	7948.00 	8087.00 	7782.00 	7802 b	7895.00 	7988.00 	7776.00 
A,NR,PL63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12047.00 	11681.00 	11494.00 	11279.00 	11165.00 	11518 b	12096.00 	11868.00 	11715.00 	12004 b	12118.00 	12873.00 	13074.00 	12992.00 	13167.00 	12682.00 	12018 b	12237.00 	11647.00 	11478.00 
A,NR,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15664.00 	15430.00 	14904.00 	14337.00 	14369.00 	14846 b	14808.00 	14667.00 	14679.00 	14065 b	14366.00 	14256.00 	14284.00 	14086.00 	13921.00 	13472.00 	12909 b	12896.00 	13058.00 	12590.00 
A,NR,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9516.00 	9381.00 	9259.00 	9230.00 	9287.00 	9667 b	9763.00 	9595.00 	9826.00 	10081 b	9805.00 	10077.00 	10338.00 	10373.00 	10295.00 	9861.00 	9327 b	9321.00 	9454.00 	9323.00 
A,NR,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14784.00 	14644.00 	14316.00 	14321.00 	14229.00 	14816 b	14922.00 	14589.00 	14497.00 	14457 b	13976.00 	13867.00 	13843.00 	13798.00 	13861.00 	13834.00 	12456 b	13234.00 	13023.00 	12737.00 
A,NR,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13190.00 	13843.00 	13740.00 	13961.00 	14035.00 	14537 b	14563.00 	14451.00 	14575.00 	14783 b	14764.00 	14765.00 	15006.00 	15075.00 	14904.00 	14686.00 	14090 b	13859.00 	14095.00 	13641.00 
A,NR,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7646.00 	7556.00 	7476.00 	7330.00 	7311.00 	7473 b	7550.00 	7280.00 	7090.00 	7066 b	7177.00 	7227.00 	7269.00 	7171.00 	7294.00 	7253.00 	6432 b	6723.00 	7010.00 	6742.00 
A,NR,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: b	: 	: 	: 	: 	: 	18557.00 	17806 b	18039.00 	18954.00 	17937.00 
A,NR,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: b	: 	: 	: 	: 	: 	10511.00 	9527 b	9407.00 	9652.00 	9256.00 
A,NR,PT	39410.00 	39219.00 	39290.00 	40099.00 	39720.00 	39180.00 	38262 b	38165.00 	37809.00 	37162.00 	37459.00 	37628.00 	37372.00 	36605.00 	36220.00 	35803.00 	35635.00 	35646.00 	35601.00 	35815.00 	35478.00 	34522.00 	34890.00 	35037.00 	34953.00 	35409.00 	36092.00 	36019.00 	36296.00 	36209 p
A,NR,PT11	11677.00 	11566.00 	11682.00 	11756.00 	11587.00 	11533.00 	11485 b	11501.00 	11338.00 	10763.00 	11157.00 	11226.00 	11215.00 	11169.00 	10851.00 	10484.00 	10620.00 	10840.00 	10853.00 	10903.00 	10895.00 	10897.00 	10766.00 	11087.00 	11229.00 	11465.00 	11950.00 	12204.00 	12173.00 	12435 p
A,NR,PT15	785.00 	780.00 	764.00 	752.00 	774.00 	766.00 	790 b	873.00 	900.00 	900.00 	864.00 	873.00 	849.00 	961.00 	960.00 	896.00 	902.00 	923.00 	1000.00 	1111.00 	1170.00 	1127.00 	1104.00 	1105.00 	1128.00 	1247.00 	1200.00 	1164.00 	1221.00 	1153 p
A,NR,PT19	: 	: 	: 	: 	: 	: 	7607 b	7506.00 	7440.00 	7300.00 	7383.00 	7540.00 	7377.00 	6939.00 	6931.00 	7209.00 	6911.00 	6768.00 	6510.00 	6516.00 	6230.00 	5853.00 	5955.00 	6075.00 	6056.00 	5999.00 	6072.00 	5990.00 	5795.00 	5759 p
A,NR,PT1A	: 	: 	: 	: 	: 	: 	10987 b	10804.00 	10691.00 	10667.00 	10635.00 	10551.00 	10370.00 	10178.00 	10043.00 	9792.00 	9865.00 	9796.00 	9753.00 	9760.00 	9590.00 	9467.00 	9473.00 	9509.00 	9257.00 	9255.00 	9368.00 	9279.00 	9313.00 	9221 p
A,NR,PT1B	: 	: 	: 	: 	: 	: 	1447 b	1481.00 	1458.00 	1451.00 	1433.00 	1389.00 	1410.00 	1376.00 	1454.00 	1462.00 	1457.00 	1458.00 	1402.00 	1342.00 	1557.00 	1369.00 	1683.00 	1439.00 	1467.00 	1579.00 	1552.00 	1509.00 	1548.00 	1550 p
A,NR,PT1C	: 	: 	: 	: 	: 	: 	1336 b	1348.00 	1364.00 	1402.00 	1282.00 	1341.00 	1373.00 	1333.00 	1308.00 	1262.00 	1190.00 	1218.00 	1293.00 	1290.00 	1244.00 	1162.00 	1187.00 	1142.00 	1083.00 	1077.00 	1086.00 	1028.00 	1036.00 	1051 p
A,NR,PT1D	: 	: 	: 	: 	: 	: 	1550 b	1535.00 	1513.00 	1539.00 	1547.00 	1557.00 	1611.00 	1488.00 	1508.00 	1516.00 	1539.00 	1482.00 	1480.00 	1516.00 	1416.00 	1333.00 	1357.00 	1347.00 	1452.00 	1461.00 	1429.00 	1417.00 	1438.00 	1389 p
A,NR,PT20	1359.00 	1345.00 	1336.00 	1330.00 	1384.00 	1388.00 	1399 b	1438.00 	1431.00 	1433.00 	1456.00 	1456.00 	1494.00 	1485.00 	1487.00 	1505.00 	1510.00 	1513.00 	1503.00 	1517.00 	1509.00 	1492.00 	1506.00 	1520.00 	1480.00 	1480.00 	1484.00 	1505.00 	1609.00 	1553 p
A,NR,PT30	1769.00 	1807.00 	1807.00 	1796.00 	1783.00 	1790.00 	1661 b	1679.00 	1674.00 	1707.00 	1702.00 	1695.00 	1673.00 	1676.00 	1678.00 	1677.00 	1641.00 	1648.00 	1807.00 	1860.00 	1867.00 	1822.00 	1859.00 	1813.00 	1801.00 	1846.00 	1951.00 	1923.00 	2163.00 	2098 p
A,NR,RO	179082.00 	174900.00 	173311.00 	170954.00 	166411.00 	164526.00 	170213 b	172656.00 	173381.00 	167099.00 	146620.00 	146096.00 	146529.00 	145529.00 	140889.00 	141327.00 	142203.00 	134736.00 	130970.00 	132303.00 	133354.00 	133619.00 	134572.00 	134763.00 	134998.00 	135691.00 	136715.00 	137191.00 	137786.00 	138618.00 
A,NR,RO11	24197.00 	23658.00 	23853.00 	23593.00 	23251.00 	23296.00 	23618 b	24041.00 	24191.00 	23424.00 	20074.00 	20316.00 	20501.00 	20284.00 	20176.00 	19798.00 	19857.00 	18251.00 	18114.00 	18129.00 	18227.00 	18068.00 	18292.00 	18329.00 	18416.00 	18580.00 	18674.00 	18800.00 	18837.00 	19002.00 
A,NR,RO12	23223.00 	22953.00 	22798.00 	22154.00 	21290.00 	21226.00 	21722 b	22144.00 	22144.00 	20904.00 	18489.00 	18671.00 	18666.00 	18542.00 	18089.00 	17809.00 	18070.00 	16390.00 	16073.00 	16266.00 	16660.00 	16672.00 	16599.00 	16675.00 	16684.00 	16692.00 	16866.00 	17108.00 	17121.00 	17081.00 
A,NR,RO21	28321.00 	28105.00 	28251.00 	27667.00 	26844.00 	26535.00 	27401 b	26811.00 	27006.00 	25651.00 	22321.00 	21855.00 	21984.00 	22031.00 	21663.00 	22140.00 	22231.00 	21034.00 	20209.00 	20700.00 	20751.00 	20920.00 	21049.00 	20955.00 	20952.00 	21113.00 	21209.00 	20926.00 	20928.00 	21294.00 
A,NR,RO22	19764.00 	19164.00 	18662.00 	18399.00 	17801.00 	17678.00 	18147 b	18825.00 	18781.00 	18368.00 	16544.00 	16501.00 	16486.00 	16369.00 	15905.00 	15861.00 	15816.00 	14655.00 	14317.00 	14408.00 	14487.00 	14603.00 	14622.00 	14642.00 	14653.00 	14865.00 	14864.00 	14934.00 	14962.00 	14888.00 
A,NR,RO31	22067.00 	21229.00 	21103.00 	20709.00 	19969.00 	19562.00 	21464 b	21466.00 	21745.00 	20773.00 	17500.00 	17378.00 	17444.00 	17397.00 	16379.00 	16326.00 	16730.00 	15713.00 	14707.00 	14799.00 	14920.00 	14974.00 	14819.00 	14852.00 	14819.00 	14929.00 	15056.00 	15185.00 	15305.00 	15349.00 
A,NR,RO32	23745.00 	23120.00 	22107.00 	21999.00 	21728.00 	21381.00 	21443 b	23547.00 	23847.00 	24612.00 	23199.00 	23028.00 	23095.00 	22625.00 	21716.00 	22336.00 	22264.00 	22394.00 	21996.00 	22395.00 	22784.00 	22735.00 	23392.00 	23398.00 	23361.00 	23371.00 	23785.00 	23869.00 	24075.00 	24310.00 
A,NR,RO41	17530.00 	17067.00 	16758.00 	16505.00 	16008.00 	15948.00 	16655 b	16794.00 	16729.00 	15971.00 	13799.00 	13586.00 	13599.00 	13591.00 	12866.00 	12901.00 	12975.00 	12762.00 	12352.00 	12366.00 	12432.00 	12581.00 	12593.00 	12732.00 	12737.00 	12839.00 	12940.00 	13028.00 	13243.00 	13354.00 
A,NR,RO42	20235.00 	19604.00 	19779.00 	19928.00 	19520.00 	18900.00 	19763 b	19028.00 	18938.00 	17396.00 	14694.00 	14761.00 	14754.00 	14690.00 	14095.00 	14156.00 	14260.00 	13537.00 	13202.00 	13240.00 	13093.00 	13066.00 	13206.00 	13180.00 	13376.00 	13302.00 	13321.00 	13341.00 	13315.00 	13340.00 
A,NR,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41086 d	39464 d	39230 d	39201 d	39299 d	39276 d	39171 d	39396 d	39395 d	39594 d	39458 d	39377 d	39399 d	39516 d	39337 d	39405 d	39241 d
A,NR,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10889 d	10798 d	10573 d	10652 d	10661 d	10554 d	10490 d	10505 d	10517 d	10517 d	10504 d	10504 d	10583 d	10588 d	10594 d	10591 d	10614 d
A,NR,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11225 d	10583 d	10485 d	10438 d	10435 d	10588 d	10641 d	10776 d	10779 d	10746 d	10773 d	10773 d	10627 d	10738 d	10660 d	10538 d	10564 d
A,NR,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9571 d	9115 d	9245 d	9201 d	9403 d	9223 d	9198 d	9189 d	9241 d	9289 d	9307 d	9287 d	9265 d	9218 d	9254 d	9286 d	9244 d
A,NR,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9401 d	8968 d	8927 d	8910 d	8800 d	8911 d	8842 d	8926 d	8858 d	9042 d	8874 d	8813 d	8924 d	8972 d	8829 d	8990 d	8819 d
A,NR,SE	52991.00 	45537.00 	42359.00 	38139.00 	34885.00 	33234.00 	32755.00 	31765.00 	29122 b	27925.00 	27332.00 	27088.00 	26478.00 	26223.00 	26196.00 	25862.00 	25693.00 	25566.00 	25517.00 	25290 b	24894.00 	24608.00 	23904.00 	23209.00 	22247.00 	21707.00 	21280.00 	21184.00 	20855.00 	19918.00 
A,NR,SE11	8992.00 	: 	: 	: 	: 	: 	: 	5146.00 	4938 b	5073.00 	5055.00 	5359.00 	4963.00 	4741.00 	4758.00 	4689.00 	4726.00 	4864.00 	4981.00 	5138 b	5199.00 	5164.00 	5163.00 	5233.00 	4946.00 	4810.00 	4818.00 	5244.00 	5036.00 	4918.00 
A,NR,SE12	8592.00 	: 	: 	: 	: 	: 	: 	4886.00 	5160 b	4900.00 	4784.00 	4654.00 	4635.00 	4644.00 	4663.00 	4540.00 	4561.00 	4533.00 	4416.00 	4362 b	4227.00 	4158.00 	3973.00 	3863.00 	3684.00 	3640.00 	3615.00 	3612.00 	3579.00 	3361.00 
A,NR,SE21	5513.00 	: 	: 	: 	: 	: 	: 	3121.00 	2779 b	2624.00 	2562.00 	2495.00 	2431.00 	2404.00 	2375.00 	2328.00 	2286.00 	2307.00 	2313.00 	2311 b	2285.00 	2296.00 	2237.00 	2117.00 	1956.00 	1932.00 	1902.00 	1847.00 	1836.00 	1793.00 
A,NR,SE22	7854.00 	: 	: 	: 	: 	: 	: 	4605.00 	4240 b	4229.00 	4087.00 	4067.00 	4032.00 	4053.00 	3993.00 	3899.00 	3887.00 	3915.00 	3882.00 	3774 b	3600.00 	3521.00 	3387.00 	3334.00 	3313.00 	3173.00 	3085.00 	2808.00 	2978.00 	2942.00 
A,NR,SE23	11030.00 	: 	: 	: 	: 	: 	: 	6355.00 	6019 b	5431.00 	5285.00 	5264.00 	5297.00 	5310.00 	5329.00 	5329.00 	5247.00 	5055.00 	5087.00 	4843 b	4839.00 	4891.00 	4726.00 	4420.00 	4221.00 	4185.00 	4004.00 	3904.00 	3837.00 	3512.00 
A,NR,SE31	4396.00 	: 	: 	: 	: 	: 	: 	3760.00 	2582 b	2349.00 	2330.00 	2170.00 	2179.00 	2146.00 	2180.00 	2177.00 	2127.00 	2129.00 	2099.00 	2145 b	2098.00 	2038.00 	1987.00 	1918.00 	1878.00 	1769.00 	1749.00 	1739.00 	1658.00 	1573.00 
A,NR,SE32	2821.00 	: 	: 	: 	: 	: 	: 	1517.00 	1294 b	1270.00 	1257.00 	1231.00 	1188.00 	1169.00 	1157.00 	1163.00 	1130.00 	1046.00 	1045.00 	1047 b	1040.00 	1001.00 	989.00 	913.00 	908.00 	885.00 	856.00 	828.00 	764.00 	729.00 
A,NR,SE33	3793.00 	: 	: 	: 	: 	: 	: 	2375.00 	2110 b	2049.00 	1972.00 	1848.00 	1753.00 	1756.00 	1741.00 	1737.00 	1729.00 	1717.00 	1694.00 	1670 b	1606.00 	1539.00 	1444.00 	1411.00 	1341.00 	1314.00 	1252.00 	1203.00 	1167.00 	1092.00 
A,NR,SI	11540.00 	11493.00 	11411.00 	11276.00 	11233.00 	11097.00 	10959.00 	10745.00 	10286.00 	10147.00 	9895.00 	9584.00 	9666.00 	9567.00 	9414.00 	9586.00 	9389.00 	9367.00 	9493.00 	9349.00 	9377.00 	9356.00 	9315.00 	9266.00 	9294.00 	9183.00 	9256.00 	8994.00 	8958.00 	8704.00 
A,NR,SI03	5141.00 	5116.00 	5054.00 	5027.00 	4999.00 	4893.00 	4775.00 	4679.00 	4502.00 	4388.00 	4214.00 	3968.00 	3939.00 	3908.00 	3917.00 	4051.00 	3941.00 	3925.00 	4037.00 	4039.00 	4107.00 	4113.00 	4085.00 	4072.00 	4092.00 	4047.00 	4124.00 	3893.00 	3833.00 	3807.00 
A,NR,SI04	6399.00 	6377.00 	6357.00 	6249.00 	6234.00 	6204.00 	6184.00 	6066.00 	5784.00 	5759.00 	5681.00 	5616.00 	5727.00 	5659.00 	5497.00 	5535.00 	5448.00 	5442.00 	5456.00 	5310.00 	5270.00 	5243.00 	5230.00 	5194.00 	5202.00 	5136.00 	5132.00 	5101.00 	5125.00 	4897.00 
A,NR,SK	: 	: 	: 	44700.00 	43847.00 	43348.00 	42915.00 	42333.00 	41249.00 	40714.00 	38938.00 	37129.00 	36471.00 	36185.00 	36449.00 	35452.00 	35248.00 	34850.00 	32663.00 	31963.00 	31416.00 	31348.00 	31172.00 	31412.00 	31659.00 	31026 b	31422.00 	31016.00 	30911.00 	30914.00 
A,NR,SK01	: 	: 	: 	6700.00 	7153.00 	7104.00 	6949.00 	7162.00 	6826.00 	6777.00 	5957.00 	5732.00 	5572.00 	5504.00 	5446.00 	5361.00 	5294.00 	5209.00 	4878.00 	4916.00 	4812.00 	4737.00 	4746.00 	4770.00 	4790.00 	4755 b	4753.00 	4579.00 	4682.00 	4720.00 
A,NR,SK02	: 	: 	: 	12914.00 	12337.00 	12093.00 	12043.00 	11725.00 	11543.00 	11224.00 	10928.00 	10312.00 	10136.00 	10098.00 	10251.00 	9877.00 	9728.00 	9653.00 	9023.00 	8670.00 	8689.00 	8704.00 	8704.00 	8651.00 	8655.00 	8240 b	8607.00 	8434.00 	8365.00 	8387.00 
A,NR,SK03	: 	: 	: 	10769.00 	10382.00 	10267.00 	10252.00 	9972.00 	9681.00 	9666.00 	9315.00 	8929.00 	8807.00 	8652.00 	8711.00 	8554.00 	8611.00 	8424.00 	7867.00 	7817.00 	7848.00 	7841.00 	7845.00 	7800.00 	7819.00 	7767 b	7811.00 	7814.00 	7835.00 	7824.00 
A,NR,SK04	: 	: 	: 	14317.00 	13975.00 	13884.00 	13671.00 	13474.00 	13199.00 	13047.00 	12738.00 	12156.00 	11956.00 	11931.00 	12041.00 	11660.00 	11615.00 	11564.00 	10895.00 	10560.00 	10067.00 	10066.00 	9877.00 	10191.00 	10395.00 	10264 b	10251.00 	10189.00 	10029.00 	9983.00 
A,NR,TR	: 	134665.00 	136072.00 	139919.00 	144984.00 	148987.00 	153465.00 	134950 b	140710.00 	164471 b	165465.00 	166707.00 	170972.00 	174342.00 	178000.00 	183183.00 	188638.00 	200239.00 	194504.00 	200072.00 	202031.00 	206836.00 	209648.00 	217771.00 	225863.00 	231913.00 	237504.00 	251182.00 	254497.00 	262190.00 
A,NR,TR10	: 	30943.00 	30369.00 	31350.00 	31904.00 	32748.00 	33821.00 	26298 b	27210.00 	30961 b	30003.00 	30504.00 	30219.00 	29586.00 	28958.00 	32052.00 	32879.00 	33740.00 	31307.00 	32235.00 	33104.00 	33581.00 	34089.00 	36124.00 	37954.00 	39328.00 	40697.00 	46382.00 	46960.00 	47968.00 
A,NR,TR21	: 	2103.00 	2103.00 	2164.00 	2209.00 	2484.00 	2519.00 	2872 b	3111.00 	3938 b	3733.00 	3737.00 	4265.00 	4177.00 	4094.00 	4322.00 	4350.00 	4476.00 	4407.00 	4522.00 	4551.00 	4731.00 	4796.00 	5396.00 	5536.00 	5511.00 	5596.00 	5969.00 	6172.00 	6172.00 
A,NR,TR22	: 	3131.00 	3166.00 	3217.00 	3248.00 	3268.00 	3442.00 	3318 b	3409.00 	3998 b	4006.00 	4126.00 	4082.00 	4505.00 	4280.00 	4346.00 	4486.00 	4682.00 	4334.00 	4364.00 	4370.00 	4303.00 	4362.00 	4352.00 	4678.00 	4994.00 	5019.00 	5068.00 	5164.00 	5184.00 
A,NR,TR31	: 	8323.00 	8461.00 	8679.00 	8963.00 	9195.00 	9710.00 	9339 b	9410.00 	10912 b	10881.00 	11354.00 	11118.00 	10945.00 	11186.00 	11610.00 	11547.00 	11758.00 	11178.00 	11414.00 	11361.00 	11452.00 	11466.00 	11421.00 	11922.00 	11982.00 	12248.00 	12077.00 	12329.00 	12543.00 
A,NR,TR32	: 	3846.00 	3932.00 	3988.00 	4134.00 	4369.00 	4330.00 	4388 b	4836.00 	5031 b	5110.00 	5388.00 	5627.00 	5463.00 	5778.00 	5989.00 	5852.00 	6512.00 	6456.00 	6656.00 	7181.00 	7534.00 	7813.00 	7974.00 	8379.00 	8416.00 	8478.00 	8658.00 	8972.00 	9098.00 
A,NR,TR33	: 	5040.00 	5080.00 	5308.00 	5788.00 	6132.00 	6282.00 	6274 b	6560.00 	6743 b	6832.00 	7268.00 	7265.00 	8009.00 	8182.00 	7766.00 	7910.00 	7997.00 	8422.00 	8521.00 	8557.00 	8689.00 	8857.00 	9198.00 	9612.00 	9886.00 	10036.00 	10232.00 	10344.00 	10428.00 
A,NR,TR41	: 	6299.00 	6324.00 	6730.00 	6730.00 	6855.00 	6885.00 	6722 b	6847.00 	8287 b	8048.00 	8565.00 	9095.00 	9550.00 	9594.00 	9834.00 	9699.00 	10611.00 	10213.00 	10391.00 	10351.00 	10587.00 	10611.00 	10702.00 	10471.00 	11243.00 	11921.00 	12718.00 	12634.00 	12619.00 
A,NR,TR42	: 	3775.00 	3985.00 	4670.00 	5015.00 	5060.00 	5190.00 	3491 b	3801.00 	4616 b	5012.00 	5220.00 	5586.00 	5693.00 	6419.00 	6706.00 	6943.00 	7355.00 	7516.00 	8020.00 	8214.00 	8752.00 	9156.00 	9049.00 	8933.00 	9071.00 	9368.00 	10201.00 	10328.00 	10443.00 
A,NR,TR51	: 	14311.00 	14342.00 	14366.00 	14463.00 	14842.00 	15181.00 	12793 b	12933.00 	18347 b	19687.00 	18716.00 	18331.00 	18860.00 	19674.00 	19523.00 	20274.00 	22110.00 	18508.00 	18608.00 	18032.00 	18641.00 	18109.00 	18840.00 	18384.00 	18291.00 	19326.00 	19834.00 	19250.00 	23882.00 
A,NR,TR52	: 	2961.00 	2923.00 	3056.00 	3056.00 	3161.00 	3261.00 	3657 b	3926.00 	4593 b	4617.00 	4490.00 	5085.00 	4966.00 	5154.00 	5098.00 	5404.00 	7118.00 	7278.00 	7387.00 	7293.00 	7298.00 	6947.00 	7635.00 	7615.00 	8125.00 	8195.00 	9182.00 	9356.00 	9361.00 
A,NR,TR61	: 	5024.00 	5219.00 	5254.00 	5463.00 	5661.00 	6186.00 	5333 b	5750.00 	6222 b	5897.00 	5945.00 	6470.00 	6644.00 	6739.00 	6574.00 	6867.00 	7314.00 	7797.00 	7653.00 	7690.00 	7813.00 	8230.00 	8401.00 	9459.00 	9952.00 	10170.00 	10339.00 	10510.00 	10484.00 
A,NR,TR62	: 	6307.00 	6866.00 	6641.00 	6731.00 	7081.00 	7341.00 	6533 b	6533.00 	6971 b	7278.00 	7228.00 	7842.00 	8146.00 	8361.00 	8349.00 	8377.00 	9180.00 	9353.00 	9515.00 	9677.00 	9911.00 	10294.00 	10250.00 	11721.00 	11793.00 	11907.00 	12383.00 	12590.00 	12882.00 
A,NR,TR63	: 	2370.00 	2370.00 	2679.00 	2898.00 	2832.00 	2982.00 	2533 b	2751.00 	3275 b	3716.00 	3530.00 	3839.00 	3972.00 	4168.00 	4562.00 	4687.00 	5217.00 	5360.00 	5718.00 	5864.00 	6444.00 	6969.00 	7814.00 	8135.00 	8429.00 	8446.00 	8761.00 	9007.00 	8994.00 
A,NR,TR71	: 	2139.00 	2149.00 	2149.00 	2449.00 	2564.00 	2679.00 	2246 b	2295.00 	2977 b	2901.00 	2768.00 	2879.00 	2910.00 	2985.00 	3089.00 	3315.00 	3834.00 	3456.00 	3537.00 	3273.00 	3469.00 	3655.00 	3727.00 	4047.00 	4108.00 	4145.00 	4220.00 	4738.00 	4740.00 
A,NR,TR72	: 	5044.00 	5044.00 	5044.00 	5134.00 	5234.00 	5550.00 	5114 b	5522.00 	5976 b	5812.00 	6081.00 	5706.00 	5853.00 	5936.00 	6049.00 	6298.00 	6789.00 	7359.00 	7417.00 	7437.00 	7527.00 	7491.00 	7739.00 	7923.00 	8472.00 	8489.00 	8649.00 	9068.00 	8974.00 
A,NR,TR81	: 	2461.00 	2591.00 	2590.00 	2615.00 	2615.00 	2645.00 	2288 b	2422.00 	2768 b	3071.00 	2775.00 	3068.00 	2869.00 	3080.00 	2989.00 	3036.00 	2906.00 	3095.00 	3135.00 	3146.00 	3126.00 	3240.00 	3279.00 	3242.00 	3343.00 	3375.00 	3474.00 	3469.00 	3565.00 
A,NR,TR82	: 	2398.00 	2388.00 	2403.00 	2403.00 	2453.00 	2528.00 	2012 b	2036.00 	2327 b	2140.00 	2104.00 	2125.00 	2312.00 	2096.00 	1948.00 	2021.00 	1936.00 	2043.00 	2193.00 	2036.00 	2053.00 	1947.00 	2034.00 	2075.00 	2100.00 	2140.00 	2370.00 	2381.00 	2427.00 
A,NR,TR83	: 	5997.00 	6002.00 	6338.00 	6468.00 	6493.00 	6723.00 	6541 b	6739.00 	7849 b	7798.00 	7628.00 	7855.00 	8088.00 	8012.00 	7723.00 	8235.00 	8207.00 	8134.00 	8235.00 	8205.00 	8554.00 	8489.00 	8513.00 	9036.00 	9320.00 	9677.00 	10073.00 	10165.00 	10148.00 
